run_id,ts_ms,event_type,frame_id,participant_id,lighting,background,distance_m,gesture_true,gesture_pred,confidence,stable_ms,threshold,command_sent,command_block_reason,drone_state,battery_pct,height_cm,command_ts_ms,ack_ts_ms,drone_motion_ts_ms,e2e_latency_ms,notes
20260210_130010,1770750019902,frame,0,P1,normal,clean,0.5,,none,0.0,0,0.8,none,none,,,,,,,,
20260210_130010,1770750020463,frame,1,P1,normal,clean,0.5,,none,0.0,561,0.8,none,none,,,,,,,,
20260210_130010,1770750020478,frame,2,P1,normal,clean,0.5,,none,0.0,576,0.8,none,none,,,,,,,,
20260210_130010,1770750020493,frame,3,P1,normal,clean,0.5,,none,0.0,591,0.8,none,none,,,,,,,,
20260210_130010,1770750020507,frame,4,P1,normal,clean,0.5,,none,0.0,605,0.8,none,none,,,,,,,,
20260210_130010,1770750020531,frame,5,P1,normal,clean,0.5,,none,0.0,629,0.8,none,none,,,,,,,,
20260210_130010,1770750020563,frame,6,P1,normal,clean,0.5,,none,0.0,661,0.8,none,none,,,,,,,,
20260210_130010,1770750020595,frame,7,P1,normal,clean,0.5,,none,0.0,693,0.8,none,none,,,,,,,,
20260210_130010,1770750020627,frame,8,P1,normal,clean,0.5,,none,0.0,725,0.8,none,none,,,,,,,,
20260210_130010,1770750020660,frame,9,P1,normal,clean,0.5,,none,0.0,758,0.8,none,none,,,,,,,,
20260210_130010,1770750020689,frame,10,P1,normal,clean,0.5,,none,0.0,787,0.8,none,none,,,,,,,,
20260210_130010,1770750020723,frame,11,P1,normal,clean,0.5,,none,0.0,821,0.8,none,none,,,,,,,,
20260210_130010,1770750020757,frame,12,P1,normal,clean,0.5,,none,0.0,855,0.8,none,none,,,,,,,,
20260210_130010,1770750020786,frame,13,P1,normal,clean,0.5,,none,0.0,884,0.8,none,none,,,,,,,,
20260210_130010,1770750020836,frame,14,P1,normal,clean,0.5,,none,0.0,934,0.8,none,none,,,,,,,,
20260210_130010,1770750020868,frame,15,P1,normal,clean,0.5,,none,0.0,966,0.8,none,none,,,,,,,,
20260210_130010,1770750020899,frame,16,P1,normal,clean,0.5,,none,0.0,997,0.8,none,none,,,,,,,,
20260210_130010,1770750020931,frame,17,P1,normal,clean,0.5,,none,0.0,1029,0.8,none,none,,,,,,,,
20260210_130010,1770750020962,frame,18,P1,normal,clean,0.5,,none,0.0,1060,0.8,none,none,,,,,,,,
20260210_130010,1770750020992,frame,19,P1,normal,clean,0.5,,none,0.0,1090,0.8,none,none,,,,,,,,
20260210_130010,1770750021026,frame,20,P1,normal,clean,0.5,,none,0.0,1124,0.8,none,none,,,,,,,,
20260210_130010,1770750021063,frame,21,P1,normal,clean,0.5,,none,0.0,1161,0.8,none,none,,,,,,,,
20260210_130010,1770750021090,frame,22,P1,normal,clean,0.5,,none,0.0,1188,0.8,none,none,,,,,,,,
20260210_130010,1770750021123,frame,23,P1,normal,clean,0.5,,none,0.0,1221,0.8,none,none,,,,,,,,
20260210_130010,1770750021157,frame,24,P1,normal,clean,0.5,,none,0.0,1255,0.8,none,none,,,,,,,,
20260210_130010,1770750021188,frame,25,P1,normal,clean,0.5,,none,0.0,1286,0.8,none,none,,,,,,,,
20260210_130010,1770750021237,frame,26,P1,normal,clean,0.5,,none,0.0,1335,0.8,none,none,,,,,,,,
20260210_130010,1770750021267,frame,27,P1,normal,clean,0.5,,none,0.0,1365,0.8,none,none,,,,,,,,
20260210_130010,1770750021300,frame,28,P1,normal,clean,0.5,,none,0.0,1398,0.8,none,none,,,,,,,,
20260210_130010,1770750021332,frame,29,P1,normal,clean,0.5,,none,0.0,1430,0.8,none,none,,,,,,,,
20260210_130010,1770750021362,frame,30,P1,normal,clean,0.5,,none,0.0,1460,0.8,none,none,,,,,,,,
20260210_130010,1770750021394,frame,31,P1,normal,clean,0.5,,none,0.0,1492,0.8,none,none,,,,,,,,
20260210_130010,1770750021427,frame,32,P1,normal,clean,0.5,,none,0.0,1525,0.8,none,none,,,,,,,,
20260210_130010,1770750021472,frame,33,P1,normal,clean,0.5,,none,0.0,1570,0.8,none,none,,,,,,,,
20260210_130010,1770750021492,frame,34,P1,normal,clean,0.5,,none,0.0,1590,0.8,none,none,,,,,,,,
20260210_130010,1770750021523,frame,35,P1,normal,clean,0.5,,none,0.0,1621,0.8,none,none,,,,,,,,
20260210_130010,1770750021554,frame,36,P1,normal,clean,0.5,,none,0.0,1652,0.8,none,none,,,,,,,,
20260210_130010,1770750021585,frame,37,P1,normal,clean,0.5,,none,0.0,1683,0.8,none,none,,,,,,,,
