run_id,ts_ms,event_type,frame_id,participant_id,lighting,background,distance_m,gesture_true,gesture_pred,confidence,stable_ms,threshold,command_sent,command_block_reason,drone_state,battery_pct,height_cm,command_ts_ms,ack_ts_ms,drone_motion_ts_ms,e2e_latency_ms,notes
20260207_010259,1770447780854,frame,0,P1,normal,clean,0.5,,none,0.0,0,0.8,none,none,,,,,,,,
20260207_010259,1770447782064,frame,1,P1,normal,clean,0.5,,none,0.0,1210,0.8,none,none,,,,,,,,
20260207_010259,1770447782079,frame,2,P1,normal,clean,0.5,,none,0.0,1225,0.8,none,none,,,,,,,,
20260207_010259,1770447782095,frame,3,P1,normal,clean,0.5,,none,0.0,1241,0.8,none,none,,,,,,,,
20260207_010259,1770447782110,frame,4,P1,normal,clean,0.5,,none,0.0,1256,0.8,none,none,,,,,,,,
20260207_010259,1770447782125,frame,5,P1,normal,clean,0.5,,none,0.0,1271,0.8,none,none,,,,,,,,
20260207_010259,1770447782156,frame,6,P1,normal,clean,0.5,,none,0.0,1302,0.8,none,none,,,,,,,,
20260207_010259,1770447782217,frame,7,P1,normal,clean,0.5,,none,0.0,1363,0.8,none,none,,,,,,,,
20260207_010259,1770447782248,frame,8,P1,normal,clean,0.5,,none,0.0,1394,0.8,none,none,,,,,,,,
20260207_010259,1770447782278,frame,9,P1,normal,clean,0.5,,none,0.0,1424,0.8,none,none,,,,,,,,
20260207_010259,1770447782310,frame,10,P1,normal,clean,0.5,,none,0.0,1456,0.8,none,none,,,,,,,,
20260207_010259,1770447782341,frame,11,P1,normal,clean,0.5,,none,0.0,1487,0.8,none,none,,,,,,,,
20260207_010259,1770447782372,frame,12,P1,normal,clean,0.5,,none,0.0,1518,0.8,none,none,,,,,,,,
20260207_010259,1770447782403,frame,13,P1,normal,clean,0.5,,none,0.0,1549,0.8,none,none,,,,,,,,
20260207_010259,1770447782435,frame,14,P1,normal,clean,0.5,,none,0.0,1581,0.8,none,none,,,,,,,,
20260207_010259,1770447782466,frame,15,P1,normal,clean,0.5,,none,0.0,1612,0.8,none,none,,,,,,,,
20260207_010259,1770447782497,frame,16,P1,normal,clean,0.5,,none,0.0,1643,0.8,none,none,,,,,,,,
20260207_010259,1770447782528,frame,17,P1,normal,clean,0.5,,none,0.0,1674,0.8,none,none,,,,,,,,
20260207_010259,1770447782574,frame,18,P1,normal,clean,0.5,,none,0.0,1720,0.8,none,none,,,,,,,,
20260207_010259,1770447782621,frame,19,P1,normal,clean,0.5,,none,0.0,1767,0.8,none,none,,,,,,,,
20260207_010259,1770447782652,frame,20,P1,normal,clean,0.5,,none,0.0,1798,0.8,none,none,,,,,,,,
20260207_010259,1770447782682,frame,21,P1,normal,clean,0.5,,none,0.0,1828,0.8,none,none,,,,,,,,
20260207_010259,1770447782714,frame,22,P1,normal,clean,0.5,,none,0.0,1860,0.8,none,none,,,,,,,,
20260207_010259,1770447782744,frame,23,P1,normal,clean,0.5,,none,0.0,1890,0.8,none,none,,,,,,,,
20260207_010259,1770447782774,frame,24,P1,normal,clean,0.5,,none,0.0,1920,0.8,none,none,,,,,,,,
20260207_010259,1770447782806,frame,25,P1,normal,clean,0.5,,none,0.0,1952,0.8,none,none,,,,,,,,
20260207_010259,1770447782836,frame,26,P1,normal,clean,0.5,,none,0.0,1982,0.8,none,none,,,,,,,,
20260207_010259,1770447782867,frame,27,P1,normal,clean,0.5,,none,0.0,2013,0.8,none,none,,,,,,,,
20260207_010259,1770447782898,frame,28,P1,normal,clean,0.5,,none,0.0,2044,0.8,none,none,,,,,,,,
20260207_010259,1770447782929,frame,29,P1,normal,clean,0.5,,none,0.0,2075,0.8,none,none,,,,,,,,
20260207_010259,1770447782960,frame,30,P1,normal,clean,0.5,,none,0.0,2106,0.8,none,none,,,,,,,,
20260207_010259,1770447783023,frame,31,P1,normal,clean,0.5,,none,0.0,2169,0.8,none,none,,,,,,,,
20260207_010259,1770447783055,frame,32,P1,normal,clean,0.5,,none,0.0,2201,0.8,none,none,,,,,,,,
20260207_010259,1770447783072,frame,33,P1,normal,clean,0.5,,none,0.0,2218,0.8,none,none,,,,,,,,
20260207_010259,1770447783103,frame,34,P1,normal,clean,0.5,,none,0.0,2249,0.8,none,none,,,,,,,,
20260207_010259,1770447783147,frame,35,P1,normal,clean,0.5,,none,0.0,2293,0.8,none,none,,,,,,,,
20260207_010259,1770447783178,frame,36,P1,normal,clean,0.5,,none,0.0,2324,0.8,none,none,,,,,,,,
20260207_010259,1770447783209,frame,37,P1,normal,clean,0.5,,none,0.0,2355,0.8,none,none,,,,,,,,
20260207_010259,1770447783241,frame,38,P1,normal,clean,0.5,,none,0.0,2387,0.8,none,none,,,,,,,,
20260207_010259,1770447783271,frame,39,P1,normal,clean,0.5,,none,0.0,2417,0.8,none,none,,,,,,,,
20260207_010259,1770447783291,frame,40,P1,normal,clean,0.5,,none,0.0,2437,0.8,none,none,,,,,,,,
20260207_010259,1770447783322,frame,41,P1,normal,clean,0.5,,none,0.0,2468,0.8,none,none,,,,,,,,
20260207_010259,1770447783365,frame,42,P1,normal,clean,0.5,,none,0.0,2511,0.8,none,none,,,,,,,,
20260207_010259,1770447783411,frame,43,P1,normal,clean,0.5,,none,0.0,2557,0.8,none,none,,,,,,,,
