run_id,ts_ms,event_type,frame_id,participant_id,lighting,background,distance_m,gesture_true,gesture_pred,confidence,stable_ms,threshold,command_sent,command_block_reason,drone_state,battery_pct,height_cm,command_ts_ms,ack_ts_ms,drone_motion_ts_ms,e2e_latency_ms,notes
20260207_010135,1770447724544,frame,0,P1,normal,clean,0.5,,none,0.0,0,0.8,none,none,,,,,,,,
20260207_010135,1770447725824,frame,1,P1,normal,clean,0.5,,none,0.0,1280,0.8,none,none,,,,,,,,
20260207_010135,1770447725855,frame,2,P1,normal,clean,0.5,,none,0.0,1311,0.8,none,none,,,,,,,,
20260207_010135,1770447725874,frame,3,P1,normal,clean,0.5,,none,0.0,1330,0.8,none,none,,,,,,,,
20260207_010135,1770447725900,frame,4,P1,normal,clean,0.5,,none,0.0,1356,0.8,none,none,,,,,,,,
20260207_010135,1770447725932,frame,5,P1,normal,clean,0.5,,none,0.0,1388,0.8,none,none,,,,,,,,
20260207_010135,1770447725963,frame,6,P1,normal,clean,0.5,,none,0.0,1419,0.8,none,none,,,,,,,,
20260207_010135,1770447725981,frame,7,P1,normal,clean,0.5,,none,0.0,1437,0.8,none,none,,,,,,,,
20260207_010135,1770447726009,frame,8,P1,normal,clean,0.5,,none,0.0,1465,0.8,none,none,,,,,,,,
20260207_010135,1770447726040,frame,9,P1,normal,clean,0.5,,none,0.0,1496,0.8,none,none,,,,,,,,
20260207_010135,1770447726071,frame,10,P1,normal,clean,0.5,,none,0.0,1527,0.8,none,none,,,,,,,,
20260207_010135,1770447726102,frame,11,P1,normal,clean,0.5,,none,0.0,1558,0.8,none,none,,,,,,,,
20260207_010135,1770447726133,frame,12,P1,normal,clean,0.5,,none,0.0,1589,0.8,none,none,,,,,,,,
20260207_010135,1770447726164,frame,13,P1,normal,clean,0.5,,none,0.0,1620,0.8,none,none,,,,,,,,
20260207_010135,1770447726195,frame,14,P1,normal,clean,0.5,,none,0.0,1651,0.8,none,none,,,,,,,,
20260207_010135,1770447726226,frame,15,P1,normal,clean,0.5,,none,0.0,1682,0.8,none,none,,,,,,,,
20260207_010135,1770447726257,frame,16,P1,normal,clean,0.5,,none,0.0,1713,0.8,none,none,,,,,,,,
20260207_010135,1770447726278,frame,17,P1,normal,clean,0.5,,none,0.0,1734,0.8,none,none,,,,,,,,
20260207_010135,1770447726334,frame,18,P1,normal,clean,0.5,,none,0.0,1790,0.8,none,none,,,,,,,,
20260207_010135,1770447726365,frame,19,P1,normal,clean,0.5,,none,0.0,1821,0.8,none,none,,,,,,,,
20260207_010135,1770447726383,frame,20,P1,normal,clean,0.5,,none,0.0,1839,0.8,none,none,,,,,,,,
20260207_010135,1770447726414,frame,21,P1,normal,clean,0.5,,none,0.0,1870,0.8,none,none,,,,,,,,
20260207_010135,1770447726458,frame,22,P1,normal,clean,0.5,,none,0.0,1914,0.8,none,none,,,,,,,,
20260207_010135,1770447726489,frame,23,P1,normal,clean,0.5,,none,0.0,1945,0.8,none,none,,,,,,,,
20260207_010135,1770447726520,frame,24,P1,normal,clean,0.5,,none,0.0,1976,0.8,none,none,,,,,,,,
20260207_010135,1770447726551,frame,25,P1,normal,clean,0.5,,none,0.0,2007,0.8,none,none,,,,,,,,
20260207_010135,1770447726582,frame,26,P1,normal,clean,0.5,,none,0.0,2038,0.8,none,none,,,,,,,,
20260207_010135,1770447726613,frame,27,P1,normal,clean,0.5,,none,0.0,2069,0.8,none,none,,,,,,,,
20260207_010135,1770447726643,frame,28,P1,normal,clean,0.5,,none,0.0,2099,0.8,none,none,,,,,,,,
20260207_010135,1770447726675,frame,29,P1,normal,clean,0.5,,none,0.0,2131,0.8,none,none,,,,,,,,
20260207_010135,1770447726708,frame,30,P1,normal,clean,0.5,,none,0.0,2164,0.8,none,none,,,,,,,,
20260207_010135,1770447726753,frame,31,P1,normal,clean,0.5,,none,0.0,2209,0.8,none,none,,,,,,,,
20260207_010135,1770447726784,frame,32,P1,normal,clean,0.5,,none,0.0,2240,0.8,none,none,,,,,,,,
20260207_010135,1770447726830,frame,33,P1,normal,clean,0.5,,none,0.0,2286,0.8,none,none,,,,,,,,
20260207_010135,1770447726860,frame,34,P1,normal,clean,0.5,,none,0.0,2316,0.8,none,none,,,,,,,,
20260207_010135,1770447726891,frame,35,P1,normal,clean,0.5,,none,0.0,2347,0.8,none,none,,,,,,,,
20260207_010135,1770447726923,frame,36,P1,normal,clean,0.5,,none,0.0,2379,0.8,none,none,,,,,,,,
20260207_010135,1770447726954,frame,37,P1,normal,clean,0.5,,none,0.0,2410,0.8,none,none,,,,,,,,
